elapsed_seconds,status,shoulder_width_current,shoulder_width_deviation,shoulder_width_status,shoulder_tilt_current,shoulder_tilt_deviation,shoulder_tilt_status,head_drop_ratio_current,head_drop_ratio_deviation,head_drop_ratio_status,forward_head_ratio_current,forward_head_ratio_deviation,forward_head_ratio_status,head_tilt_current,head_tilt_deviation,head_tilt_status
6.04,good,0.3534,0.0798,good,176.8338,41.9503,good,0.4176,0.0002,good,-0.4653,0.0004,good,-177.2260,87.7877,good
6.08,good,0.3565,0.0719,good,176.7066,41.8231,good,0.4190,0.0016,good,-0.4673,0.0024,good,-177.3729,87.9346,good
6.13,good,0.3599,0.0629,good,176.6185,41.7350,good,0.4198,0.0025,good,-0.4681,0.0032,good,-177.5154,88.0771,good
6.15,good,0.3633,0.0540,good,176.5304,41.6469,good,0.4207,0.0033,good,-0.4689,0.0040,good,-177.6579,88.2196,good
6.18,good,0.3665,0.0458,good,176.3818,41.4983,good,0.4228,0.0055,good,-0.4708,0.0059,good,-177.8057,88.3674,good
6.23,good,0.3704,0.0355,good,176.2866,41.4031,good,0.4255,0.0082,good,-0.4732,0.0084,good,-177.9071,88.4688,good
6.25,good,0.3744,0.0252,good,176.1914,41.3079,good,0.4282,0.0108,good,-0.4757,0.0108,good,-178.0086,88.5703,good
6.28,good,0.3784,0.0147,good,176.1100,41.2265,good,0.4303,0.0129,good,-0.4775,0.0126,good,-178.1142,88.6759,good
6.32,good,0.3823,0.0045,good,176.1076,41.2240,good,0.4316,0.0142,good,-0.4787,0.0139,good,-178.2467,88.8085,good
6.35,good,0.3863,0.0057,good,176.1051,41.2216,good,0.4329,0.0155,good,-0.4800,0.0151,good,-178.3793,88.9410,good
6.38,good,0.3901,0.0158,good,176.1271,41.2435,good,0.4323,0.0149,good,-0.4803,0.0154,good,-178.3776,88.9393,good
6.42,good,0.3936,0.0248,good,176.1517,41.2681,good,0.4312,0.0139,good,-0.4803,0.0154,good,-178.1626,88.7243,good
6.44,good,0.3971,0.0339,good,176.1762,41.2927,good,0.4302,0.0128,good,-0.4803,0.0155,good,-177.9475,88.5092,good
6.48,good,0.4010,0.0440,good,176.2402,41.3567,good,0.4281,0.0107,good,-0.4792,0.0143,good,-177.8664,88.4281,good
6.53,good,0.4044,0.0529,good,176.2722,41.3887,good,0.4264,0.0090,good,-0.4797,0.0148,good,-177.7139,88.2756,good
6.56,good,0.4078,0.0617,good,176.3042,41.4207,good,0.4246,0.0073,good,-0.4801,0.0152,good,-177.5613,88.1230,good
6.59,good,0.4112,0.0706,good,176.3131,41.4296,good,0.4227,0.0054,good,-0.4796,0.0147,good,-177.3611,87.9229,good
6.63,good,0.4140,0.0780,good,176.2781,41.3946,good,0.4203,0.0029,good,-0.4792,0.0143,good,-177.2134,87.7751,good
6.65,caution,0.4168,0.0853,caution,176.2431,41.3596,good,0.4179,0.0005,good,-0.4788,0.0139,good,-177.0657,87.6274,good
6.68,caution,0.4195,0.0924,caution,176.3089,41.4254,good,0.4155,0.0018,good,-0.4778,0.0129,good,-176.9432,87.5049,good
6.72,caution,0.4220,0.0986,caution,176.3578,41.4742,good,0.4134,0.0040,good,-0.4768,0.0119,good,-176.7561,87.3179,good
6.75,caution,0.4244,0.1049,caution,176.4066,41.5231,good,0.4113,0.0061,good,-0.4757,0.0108,good,-176.5692,87.1309,good
6.77,caution,0.4265,0.1105,caution,176.4279,41.5444,good,0.4099,0.0074,good,-0.4747,0.0098,good,-176.4670,87.0287,good
6.84,caution,0.4283,0.1151,caution,176.4703,41.5868,good,0.4087,0.0086,good,-0.4735,0.0086,good,-176.4785,87.0402,good
6.86,caution,0.4300,0.1196,caution,176.5127,41.6292,good,0.4075,0.0098,good,-0.4723,0.0074,good,-176.4899,87.0516,good
6.89,caution,0.4310,0.1223,caution,176.5218,41.6383,good,0.4065,0.0109,good,-0.4715,0.0066,good,-176.4550,87.0167,good
6.93,caution,0.4323,0.1256,caution,176.5144,41.6309,good,0.4054,0.0120,good,-0.4706,0.0057,good,-176.4554,87.0171,good
6.96,caution,0.4336,0.1289,caution,176.5070,41.6234,good,0.4043,0.0131,good,-0.4697,0.0048,good,-176.4557,87.0174,good
6.98,caution,0.4346,0.1315,caution,176.5274,41.6439,good,0.4029,0.0144,good,-0.4684,0.0035,good,-176.5969,87.1586,good
7.03,caution,0.4352,0.1331,caution,176.5747,41.6912,good,0.4021,0.0152,good,-0.4678,0.0029,good,-176.7051,87.2668,good
7.05,caution,0.4358,0.1347,caution,176.6221,41.7385,good,0.4013,0.0160,good,-0.4672,0.0023,good,-176.8133,87.3750,good
7.08,caution,0.4363,0.1359,caution,176.5851,41.7016,good,0.4010,0.0164,good,-0.4673,0.0024,good,-176.8883,87.4500,good
7.12,caution,0.4363,0.1361,caution,176.5381,41.6546,good,0.4011,0.0163,good,-0.4680,0.0031,good,-176.9590,87.5207,good
7.15,caution,0.4364,0.1363,caution,176.4911,41.6076,good,0.4012,0.0161,good,-0.4687,0.0038,good,-177.0296,87.5913,good
7.18,caution,0.4362,0.1357,caution,176.4833,41.5998,good,0.4012,0.0162,good,-0.4695,0.0046,good,-177.0862,87.6479,good
7.23,caution,0.4360,0.1352,caution,176.4556,41.5720,good,0.4013,0.0161,good,-0.4702,0.0053,good,-177.1535,87.7152,good
7.26,caution,0.4358,0.1347,caution,176.4278,41.5443,good,0.4014,0.0160,good,-0.4709,0.0060,good,-177.2207,87.7825,good
7.29,caution,0.4355,0.1340,caution,176.3872,41.5037,good,0.4018,0.0155,good,-0.4715,0.0066,good,-177.3280,87.8897,good
7.33,caution,0.4349,0.1323,caution,176.3579,41.4744,good,0.4024,0.0150,good,-0.4725,0.0076,good,-177.3898,87.9515,good
7.36,caution,0.4342,0.1306,caution,176.3287,41.4452,good,0.4029,0.0144,good,-0.4735,0.0086,good,-177.4517,88.0134,good
7.38,caution,0.4334,0.1283,caution,176.3426,41.4591,good,0.4034,0.0140,good,-0.4745,0.0096,good,-177.4827,88.0444,good
7.43,caution,0.4322,0.1254,caution,176.3189,41.4353,good,0.4040,0.0134,good,-0.4753,0.0104,good,-177.5007,88.0624,good
7.46,caution,0.4311,0.1225,caution,176.2952,41.4116,good,0.4046,0.0128,good,-0.4760,0.0111,good,-177.5187,88.0804,good
7.48,caution,0.4294,0.1179,caution,176.2514,41.3679,good,0.4049,0.0124,good,-0.4763,0.0115,good,-177.4916,88.0533,good
7.52,caution,0.4271,0.1121,caution,176.2659,41.3824,good,0.4050,0.0124,good,-0.4761,0.0112,good,-177.6008,88.1625,good
7.55,caution,0.4249,0.1063,caution,176.2805,41.3970,good,0.4051,0.0123,good,-0.4759,0.0110,good,-177.7100,88.2717,good
7.58,caution,0.4218,0.0981,caution,176.3365,41.4530,good,0.4061,0.0112,good,-0.4758,0.0109,good,-177.8157,88.3774,good
7.63,caution,0.4189,0.0907,caution,176.3494,41.4659,good,0.4076,0.0098,good,-0.4766,0.0117,good,-177.8991,88.4608,good
7.67,caution,0.4161,0.0833,caution,176.3623,41.4788,good,0.4091,0.0083,good,-0.4774,0.0125,good,-177.9825,88.5442,good
7.69,good,0.4126,0.0743,good,176.3949,41.5114,good,0.4104,0.0069,good,-0.4785,0.0136,good,-177.9846,88.5463,good
7.73,good,0.4085,0.0637,good,176.4612,41.5777,good,0.4124,0.0049,good,-0.4793,0.0144,good,-177.9841,88.5458,good
7.76,good,0.4044,0.0531,good,176.5275,41.6439,good,0.4144,0.0030,good,-0.4802,0.0153,good,-177.9835,88.5452,good
7.78,good,0.3999,0.0413,good,176.4755,41.5920,good,0.4169,0.0005,good,-0.4820,0.0171,good,-178.0613,88.6230,good
7.83,good,0.3949,0.0282,good,176.4537,41.5701,good,0.4196,0.0022,good,-0.4844,0.0196,good,-178.2154,88.7771,good
7.85,good,0.3899,0.0151,good,176.4318,41.5483,good,0.4222,0.0048,good,-0.4869,0.0220,good,-178.3694,88.9312,good
7.88,good,0.3849,0.0021,good,176.3795,41.4960,good,0.4255,0.0082,good,-0.4893,0.0244,good,-178.6027,89.1644,good
7.92,good,0.3801,0.0103,good,176.3441,41.4605,good,0.4281,0.0107,good,-0.4911,0.0262,good,-178.5224,89.0841,good
7.95,good,0.3754,0.0227,good,176.3086,41.4251,good,0.4307,0.0133,good,-0.4928,0.0279,good,-178.4421,89.0038,good
7.99,good,0.3708,0.0345,good,176.3125,41.4290,good,0.4320,0.0147,good,-0.4940,0.0291,good,-178.3511,88.9128,good
8.03,good,0.3655,0.0484,good,176.4038,41.5203,good,0.4322,0.0149,good,-0.4939,0.0291,good,-178.3318,88.8935,good
8.06,good,0.3601,0.0623,good,176.4951,41.6116,good,0.4325,0.0151,good,-0.4939,0.0290,good,-178.3125,88.8742,good
8.09,good,0.3552,0.0753,good,176.5603,41.6768,good,0.4329,0.0155,good,-0.4937,0.0288,good,-178.3436,88.9053,good
8.13,caution,0.3507,0.0870,caution,176.6330,41.7495,good,0.4331,0.0157,good,-0.4940,0.0291,good,-178.3663,88.9280,good
8.15,caution,0.3462,0.0987,caution,176.7056,41.8221,good,0.4333,0.0159,good,-0.4943,0.0294,good,-178.3890,88.9507,good
8.18,caution,0.3419,0.1099,caution,176.8378,41.9543,good,0.4343,0.0169,good,-0.4944,0.0295,good,-178.3288,88.8905,good
8.23,caution,0.3382,0.1193,caution,176.9571,42.0736,good,0.4350,0.0176,good,-0.4935,0.0286,good,-178.1912,88.7529,good
8.26,caution,0.3346,0.1287,caution,177.0764,42.1929,good,0.4357,0.0184,good,-0.4926,0.0277,good,-178.0536,88.6153,good
8.29,caution,0.3314,0.1372,caution,177.2905,42.4070,good,0.4361,0.0188,good,-0.4920,0.0271,good,-177.9791,88.5408,good
8.32,caution,0.3286,0.1444,caution,177.4410,42.5574,good,0.4376,0.0202,good,-0.4919,0.0270,good,-178.0586,88.6203,good
8.35,caution,0.3259,0.1516,caution,177.5914,42.7079,good,0.4391,0.0217,good,-0.4918,0.0269,good,-178.1381,88.6998,good
8.39,caution,0.3239,0.1567,caution,177.6667,42.7832,good,0.4405,0.0231,good,-0.4918,0.0269,good,-178.2195,88.7812,good
8.42,bad,0.3225,0.1602,alert,177.7132,42.8296,good,0.4427,0.0254,good,-0.4924,0.0276,good,-178.2255,88.7872,good
8.44,bad,0.3214,0.1633,alert,177.7304,42.8469,good,0.4455,0.0281,good,-0.4933,0.0284,good,-178.1898,88.7515,good
8.48,bad,0.3206,0.1653,alert,177.7655,42.8820,good,0.4486,0.0313,good,-0.4946,0.0297,good,-178.1416,88.7034,good
8.53,bad,0.3200,0.1668,alert,177.7698,42.8863,good,0.4515,0.0341,good,-0.4954,0.0306,good,-178.1630,88.7247,good
8.56,bad,0.3194,0.1683,alert,177.7740,42.8905,good,0.4543,0.0370,good,-0.4963,0.0314,good,-178.1843,88.7460,good
8.58,bad,0.3195,0.1680,alert,177.7954,42.9119,good,0.4559,0.0385,good,-0.4967,0.0318,good,-178.1353,88.6970,good
8.63,bad,0.3203,0.1660,alert,177.8208,42.9373,good,0.4566,0.0393,good,-0.4966,0.0317,good,-178.0831,88.6448,good
8.66,bad,0.3211,0.1640,alert,177.8463,42.9627,good,0.4574,0.0401,good,-0.4966,0.0317,good,-178.0310,88.5927,good
8.69,bad,0.3224,0.1606,alert,177.8327,42.9492,good,0.4572,0.0399,good,-0.4967,0.0318,good,-177.9096,88.4713,good
8.72,caution,0.3236,0.1574,caution,177.7946,42.9110,good,0.4568,0.0394,good,-0.4972,0.0323,good,-177.8489,88.4106,good
8.74,caution,0.3249,0.1541,caution,177.7564,42.8729,good,0.4563,0.0390,good,-0.4976,0.0327,good,-177.7882,88.3499,good
8.78,caution,0.3263,0.1505,caution,177.6646,42.7810,good,0.4566,0.0392,good,-0.4985,0.0336,good,-177.7164,88.2781,good
8.81,caution,0.3277,0.1469,caution,177.5726,42.6891,good,0.4568,0.0395,good,-0.4993,0.0344,good,-177.6445,88.2062,good
8.84,caution,0.3292,0.1429,caution,177.4832,42.5996,good,0.4562,0.0389,good,-0.4994,0.0345,good,-177.6982,88.2599,good
8.88,caution,0.3306,0.1393,caution,177.4013,42.5177,good,0.4547,0.0374,good,-0.4988,0.0340,good,-177.7600,88.3217,good
8.93,caution,0.3323,0.1348,caution,177.3628,42.4793,good,0.4517,0.0343,good,-0.4970,0.0321,good,-177.7423,88.3040,good
8.96,caution,0.3340,0.1303,caution,177.3243,42.4408,good,0.4487,0.0313,good,-0.4952,0.0303,good,-177.7246,88.2863,good
8.99,caution,0.3355,0.1265,caution,177.2738,42.3902,good,0.4459,0.0285,good,-0.4931,0.0282,good,-177.6973,88.2590,good
9.03,caution,0.3366,0.1237,caution,177.2337,42.3502,good,0.4429,0.0255,good,-0.4912,0.0263,good,-177.7362,88.2979,good
9.05,caution,0.3376,0.1209,caution,177.1937,42.3102,good,0.4399,0.0226,good,-0.4892,0.0243,good,-177.7751,88.3368,good
9.08,caution,0.3382,0.1195,caution,177.1398,42.2563,good,0.4376,0.0202,good,-0.4872,0.0223,good,-177.8441,88.4058,good
9.14,caution,0.3387,0.1182,caution,177.1141,42.2305,good,0.4346,0.0173,good,-0.4847,0.0198,good,-177.9141,88.4758,good
9.17,caution,0.3392,0.1169,caution,177.0883,42.2047,good,0.4317,0.0143,good,-0.4822,0.0173,good,-177.9841,88.5458,good
9.20,caution,0.3396,0.1158,caution,177.0703,42.1868,good,0.4286,0.0112,good,-0.4797,0.0148,good,-178.0397,88.6015,good
9.22,caution,0.3400,0.1148,caution,177.0523,42.1688,good,0.4255,0.0082,good,-0.4771,0.0122,good,-178.0955,88.6572,good
9.25,caution,0.3401,0.1145,caution,177.0894,42.2059,good,0.4228,0.0055,good,-0.4752,0.0103,good,-178.1117,88.6734,good
9.28,caution,0.3403,0.1139,caution,177.1022,42.2186,good,0.4205,0.0032,good,-0.4736,0.0087,good,-178.0986,88.6603,good
9.33,caution,0.3403,0.1141,caution,177.0826,42.1990,good,0.4196,0.0023,good,-0.4731,0.0082,good,-178.1878,88.7495,good
9.36,caution,0.3402,0.1143,caution,177.0630,42.1794,good,0.4188,0.0014,good,-0.4726,0.0077,good,-178.2769,88.8386,good
9.38,caution,0.3398,0.1153,caution,177.0335,42.1500,good,0.4184,0.0010,good,-0.4724,0.0075,good,-178.3631,88.9248,good
9.43,caution,0.3395,0.1162,caution,176.9963,42.1128,good,0.4188,0.0014,good,-0.4728,0.0079,good,-178.4773,89.0390,good
9.46,caution,0.3391,0.1170,caution,176.9592,42.0756,good,0.4192,0.0018,good,-0.4732,0.0083,good,-178.5914,89.1531,good
9.48,caution,0.3392,0.1168,caution,176.9363,42.0528,good,0.4194,0.0020,good,-0.4730,0.0081,good,-178.6315,89.1932,good
9.54,caution,0.3393,0.1165,caution,176.8995,42.0159,good,0.4201,0.0028,good,-0.4735,0.0086,good,-178.7061,89.2678,good
9.57,caution,0.3394,0.1162,caution,176.8626,41.9791,good,0.4209,0.0035,good,-0.4740,0.0091,good,-178.7807,89.3425,good
9.59,caution,0.3394,0.1162,caution,176.8666,41.9831,good,0.4211,0.0038,good,-0.4738,0.0089,good,-178.8601,89.4218,good
9.62,caution,0.3394,0.1162,caution,176.8707,41.9871,good,0.4214,0.0040,good,-0.4736,0.0087,good,-178.9394,89.5011,good
9.64,caution,0.3394,0.1163,caution,176.8447,41.9612,good,0.4219,0.0045,good,-0.4732,0.0083,good,-178.9784,89.5401,good
9.68,caution,0.3395,0.1161,caution,176.8522,41.9687,good,0.4217,0.0044,good,-0.4724,0.0075,good,-179.0401,89.6018,good
9.73,caution,0.3396,0.1157,caution,176.8206,41.9371,good,0.4216,0.0043,good,-0.4720,0.0071,good,-179.0697,89.6314,good
9.76,caution,0.3398,0.1153,caution,176.7889,41.9054,good,0.4215,0.0041,good,-0.4715,0.0067,good,-179.0992,89.6609,good
9.79,caution,0.3401,0.1145,caution,176.7836,41.9000,good,0.4211,0.0037,good,-0.4712,0.0063,good,-179.1707,89.7324,good
9.83,caution,0.3400,0.1147,caution,176.7966,41.9131,good,0.4206,0.0033,good,-0.4709,0.0060,good,-179.1403,89.7020,good
9.85,caution,0.3399,0.1150,caution,176.8098,41.9262,good,0.4202,0.0028,good,-0.4706,0.0057,good,-179.1099,89.6716,good
9.89,caution,0.3395,0.1159,caution,176.7891,41.9056,good,0.4200,0.0026,good,-0.4707,0.0058,good,-179.1287,89.6904,good
9.94,caution,0.3395,0.1162,caution,176.7834,41.8999,good,0.4198,0.0024,good,-0.4703,0.0054,good,-179.0532,89.6149,good
9.97,caution,0.3394,0.1164,caution,176.7776,41.8941,good,0.4196,0.0022,good,-0.4699,0.0050,good,-178.9776,89.5393,good
9.99,caution,0.3393,0.1166,caution,176.7743,41.8907,good,0.4197,0.0023,good,-0.4703,0.0054,good,-178.9300,89.4917,good
10.02,caution,0.3392,0.1168,caution,176.7709,41.8874,good,0.4197,0.0024,good,-0.4706,0.0057,good,-178.8824,89.4441,good
10.05,caution,0.3392,0.1169,caution,176.7733,41.8897,good,0.4192,0.0018,good,-0.4711,0.0062,good,-178.8277,89.3895,good
10.08,caution,0.3391,0.1171,caution,176.7642,41.8807,good,0.4194,0.0020,good,-0.4712,0.0063,good,-178.7939,89.3556,good
10.13,caution,0.3390,0.1172,caution,176.7648,41.8812,good,0.4191,0.0017,good,-0.4710,0.0061,good,-178.8047,89.3664,good
10.16,caution,0.3390,0.1174,caution,176.7653,41.8817,good,0.4188,0.0015,good,-0.4708,0.0059,good,-178.8154,89.3771,good
10.19,caution,0.3389,0.1175,caution,176.7748,41.8912,good,0.4190,0.0016,good,-0.4709,0.0060,good,-178.7886,89.3503,good
10.23,caution,0.3392,0.1167,caution,176.7717,41.8881,good,0.4191,0.0017,good,-0.4704,0.0056,good,-178.8243,89.3860,good
10.25,caution,0.3395,0.1160,caution,176.7685,41.8850,good,0.4191,0.0018,good,-0.4700,0.0051,good,-178.8601,89.4218,good
10.29,caution,0.3399,0.1151,caution,176.8073,41.9238,good,0.4191,0.0017,good,-0.4697,0.0049,good,-178.8450,89.4067,good
10.32,caution,0.3399,0.1150,caution,176.8451,41.9616,good,0.4192,0.0018,good,-0.4696,0.0047,good,-178.8802,89.4420,good
10.35,caution,0.3400,0.1147,caution,176.8900,42.0064,good,0.4195,0.0022,good,-0.4697,0.0049,good,-178.8846,89.4463,good
10.39,caution,0.3402,0.1143,caution,176.9193,42.0357,good,0.4200,0.0027,good,-0.4695,0.0046,good,-178.8545,89.4162,good
10.41,caution,0.3403,0.1138,caution,176.9486,42.0650,good,0.4205,0.0031,good,-0.4693,0.0044,good,-178.8245,89.3862,good
10.44,caution,0.3404,0.1138,caution,176.9617,42.0782,good,0.4217,0.0044,good,-0.4694,0.0045,good,-178.7843,89.3460,good
10.48,caution,0.3403,0.1139,caution,176.9816,42.0981,good,0.4227,0.0053,good,-0.4700,0.0051,good,-178.8008,89.3625,good
10.53,caution,0.3399,0.1149,caution,176.9774,42.0938,good,0.4244,0.0070,good,-0.4709,0.0060,good,-178.8010,89.3627,good
10.56,caution,0.3395,0.1159,caution,176.9731,42.0896,good,0.4261,0.0088,good,-0.4717,0.0068,good,-178.8011,89.3628,good
10.59,caution,0.3395,0.1161,caution,176.9967,42.1131,good,0.4265,0.0092,good,-0.4719,0.0070,good,-178.8633,89.4250,good
10.63,caution,0.3393,0.1166,caution,177.0087,42.1252,good,0.4271,0.0098,good,-0.4722,0.0073,good,-178.8544,89.4161,good
10.65,caution,0.3391,0.1170,caution,177.0207,42.1372,good,0.4277,0.0104,good,-0.4725,0.0076,good,-178.8454,89.4071,good
10.69,caution,0.3388,0.1178,caution,177.0086,42.1250,good,0.4291,0.0117,good,-0.4733,0.0084,good,-178.8223,89.3840,good
10.72,caution,0.3385,0.1186,caution,176.9965,42.1129,good,0.4304,0.0130,good,-0.4741,0.0092,good,-178.7991,89.3609,good
10.75,caution,0.3383,0.1192,caution,176.9944,42.1109,good,0.4307,0.0133,good,-0.4746,0.0098,good,-178.8726,89.4343,good
10.79,caution,0.3383,0.1192,caution,176.9618,42.0783,good,0.4306,0.0132,good,-0.4753,0.0105,good,-178.9373,89.4990,good
10.82,caution,0.3383,0.1192,caution,176.9292,42.0456,good,0.4305,0.0132,good,-0.4760,0.0112,good,-179.0022,89.5639,good
10.84,caution,0.3382,0.1194,caution,176.9408,42.0573,good,0.4303,0.0129,good,-0.4764,0.0115,good,-179.1052,89.6669,good
10.88,caution,0.3382,0.1194,caution,176.9579,42.0744,good,0.4301,0.0127,good,-0.4765,0.0116,good,-179.1486,89.7103,good
10.93,caution,0.3383,0.1192,caution,176.9984,42.1149,good,0.4298,0.0125,good,-0.4768,0.0119,good,-179.1678,89.7295,good
10.96,caution,0.3384,0.1190,caution,177.0389,42.1554,good,0.4296,0.0122,good,-0.4770,0.0121,good,-179.1870,89.7487,good
10.99,caution,0.3384,0.1190,caution,177.0637,42.1802,good,0.4301,0.0127,good,-0.4774,0.0126,good,-179.2090,89.7707,good
11.04,caution,0.3385,0.1187,caution,177.0828,42.1992,good,0.4301,0.0127,good,-0.4779,0.0130,good,-179.1603,89.7220,good
11.07,caution,0.3386,0.1184,caution,177.1018,42.2183,good,0.4301,0.0128,good,-0.4783,0.0134,good,-179.1116,89.6733,good
11.09,caution,0.3389,0.1177,caution,177.1189,42.2354,good,0.4299,0.0125,good,-0.4781,0.0132,good,-179.1573,89.7190,good
11.12,caution,0.3392,0.1169,caution,177.1359,42.2524,good,0.4297,0.0123,good,-0.4779,0.0130,good,-179.2031,89.7648,good
11.15,caution,0.3393,0.1165,caution,177.1163,42.2328,good,0.4301,0.0127,good,-0.4773,0.0124,good,-179.1893,89.7510,good
11.19,caution,0.3392,0.1167,caution,177.1273,42.2437,good,0.4308,0.0134,good,-0.4771,0.0122,good,-179.1737,89.7354,good
11.22,caution,0.3392,0.1169,caution,177.1382,42.2547,good,0.4314,0.0141,good,-0.4769,0.0120,good,-179.1580,89.7197,good
11.24,caution,0.3390,0.1172,caution,177.1123,42.2287,good,0.4319,0.0145,good,-0.4771,0.0122,good,-179.1036,89.6653,good
11.28,caution,0.3391,0.1172,caution,177.0490,42.1655,good,0.4323,0.0149,good,-0.4774,0.0125,good,-179.0712,89.6329,good
11.33,caution,0.3393,0.1165,caution,177.0030,42.1195,good,0.4323,0.0149,good,-0.4776,0.0127,good,-179.0435,89.6052,good
11.36,caution,0.3396,0.1157,caution,176.9570,42.0735,good,0.4323,0.0149,good,-0.4778,0.0129,good,-179.0158,89.5775,good
11.39,caution,0.3396,0.1159,caution,176.9122,42.0287,good,0.4322,0.0148,good,-0.4782,0.0133,good,-178.9336,89.4953,good
11.44,caution,0.3395,0.1160,caution,176.8769,41.9934,good,0.4329,0.0155,good,-0.4784,0.0135,good,-179.0011,89.5628,good
11.47,caution,0.3395,0.1160,caution,176.8416,41.9581,good,0.4336,0.0162,good,-0.4785,0.0136,good,-179.0686,89.6303,good
11.50,caution,0.3395,0.1161,caution,176.8168,41.9333,good,0.4338,0.0164,good,-0.4788,0.0139,good,-179.0958,89.6575,good
11.52,caution,0.3394,0.1162,caution,176.7919,41.9084,good,0.4340,0.0166,good,-0.4791,0.0142,good,-179.1230,89.6847,good
11.55,caution,0.3394,0.1163,caution,176.7934,41.9099,good,0.4341,0.0167,good,-0.4799,0.0150,good,-179.1153,89.6770,good
11.59,caution,0.3394,0.1163,caution,176.7652,41.8817,good,0.4345,0.0171,good,-0.4806,0.0157,good,-179.1505,89.7122,good
11.62,caution,0.3394,0.1162,caution,176.7371,41.8535,good,0.4348,0.0175,good,-0.4813,0.0164,good,-179.1857,89.7474,good
11.64,caution,0.3396,0.1158,caution,176.7412,41.8576,good,0.4349,0.0175,good,-0.4816,0.0167,good,-179.2065,89.7682,good
11.68,caution,0.3395,0.1161,caution,176.7697,41.8861,good,0.4350,0.0176,good,-0.4816,0.0167,good,-179.2520,89.8137,good
11.73,caution,0.3392,0.1167,caution,176.7980,41.9145,good,0.4350,0.0177,good,-0.4815,0.0167,good,-179.2075,89.7692,good
11.76,caution,0.3390,0.1174,caution,176.8264,41.9428,good,0.4350,0.0177,good,-0.4815,0.0166,good,-179.1630,89.7247,good
11.79,caution,0.3387,0.1181,caution,176.8117,41.9282,good,0.4359,0.0186,good,-0.4819,0.0170,good,-179.1613,89.7230,good
11.84,caution,0.3386,0.1185,caution,176.8307,41.9472,good,0.4361,0.0187,good,-0.4824,0.0175,good,-179.1242,89.6859,good
11.87,caution,0.3384,0.1189,caution,176.8497,41.9662,good,0.4362,0.0188,good,-0.4829,0.0180,good,-179.0870,89.6487,good
11.90,caution,0.3383,0.1192,caution,176.8593,41.9758,good,0.4364,0.0190,good,-0.4833,0.0185,good,-179.0567,89.6185,good
11.93,caution,0.3382,0.1195,caution,176.8689,41.9854,good,0.4366,0.0192,good,-0.4838,0.0189,good,-179.0265,89.5882,good
11.95,caution,0.3380,0.1199,caution,176.8663,41.9827,good,0.4367,0.0193,good,-0.4841,0.0192,good,-179.0609,89.6226,good
11.99,caution,0.3376,0.1211,caution,176.8753,41.9918,good,0.4369,0.0195,good,-0.4844,0.0196,good,-179.0360,89.5977,good
12.02,caution,0.3371,0.1223,caution,176.8843,42.0008,good,0.4371,0.0197,good,-0.4848,0.0199,good,-179.0111,89.5728,good
12.04,caution,0.3368,0.1230,caution,176.8931,42.0096,good,0.4377,0.0204,good,-0.4853,0.0204,good,-179.0889,89.6506,good
12.08,caution,0.3368,0.1231,caution,176.9068,42.0233,good,0.4378,0.0204,good,-0.4855,0.0207,good,-179.0400,89.6017,good
12.13,caution,0.3366,0.1237,caution,176.8996,42.0161,good,0.4382,0.0209,good,-0.4861,0.0212,good,-179.0965,89.6582,good
12.16,caution,0.3364,0.1242,caution,176.8924,42.0089,good,0.4387,0.0213,good,-0.4867,0.0218,good,-179.1530,89.7147,good
12.19,caution,0.3364,0.1241,caution,176.9190,42.0355,good,0.4382,0.0208,good,-0.4866,0.0217,good,-179.1538,89.7155,good
12.22,caution,0.3362,0.1247,caution,176.9151,42.0315,good,0.4380,0.0206,good,-0.4869,0.0220,good,-179.1246,89.6863,good
12.25,caution,0.3361,0.1250,caution,176.8898,42.0063,good,0.4380,0.0206,good,-0.4871,0.0222,good,-179.1083,89.6700,good
12.29,caution,0.3361,0.1249,caution,176.8953,42.0118,good,0.4377,0.0203,good,-0.4867,0.0219,good,-179.1595,89.7212,good
12.32,caution,0.3361,0.1248,caution,176.9008,42.0173,good,0.4374,0.0200,good,-0.4864,0.0215,good,-179.2107,89.7724,good
12.34,caution,0.3360,0.1250,caution,176.9073,42.0237,good,0.4379,0.0205,good,-0.4867,0.0218,good,-179.1616,89.7233,good
12.39,caution,0.3365,0.1240,caution,176.9348,42.0513,good,0.4379,0.0206,good,-0.4865,0.0216,good,-179.1990,89.7607,good
12.42,caution,0.3369,0.1229,caution,176.9623,42.0788,good,0.4380,0.0206,good,-0.4862,0.0213,good,-179.2364,89.7981,good
12.44,caution,0.3369,0.1228,caution,176.9483,42.0648,good,0.4383,0.0210,good,-0.4865,0.0216,good,-179.2158,89.7775,good
12.48,caution,0.3367,0.1235,caution,176.9608,42.0772,good,0.4391,0.0217,good,-0.4869,0.0220,good,-179.2302,89.7919,good
12.53,caution,0.3366,0.1235,caution,176.9727,42.0891,good,0.4399,0.0225,good,-0.4872,0.0223,good,-179.2441,89.8058,good
12.56,caution,0.3366,0.1236,caution,176.9846,42.1011,good,0.4407,0.0233,good,-0.4874,0.0225,good,-179.2579,89.8197,good
12.60,caution,0.3366,0.1237,caution,176.9734,42.0899,good,0.4415,0.0241,good,-0.4877,0.0228,good,-179.3005,89.8622,good
12.62,caution,0.3365,0.1238,caution,176.9622,42.0786,good,0.4423,0.0250,good,-0.4879,0.0230,good,-179.3430,89.9047,good
